random_seed,AMM_fee,BA_fee,DA_fee,FX_fee,IMPROVED_AMM_fee,IMPROVED_BA_fee,IMPROVED_DA_fee,IMPROVED_FX_fee,IMPROVED_OB_fee,OB_fee
385,29.49,23.02,18.79,20.65,29.49,23.02,18.79,20.65,33.13,33.13
386,26.79,21.86,19.1,20.25,26.79,21.86,19.1,20.25,32.61,32.61
387,27.67,24.07,17.65,20.84,27.67,24.07,17.65,20.84,33.17,33.17
388,28.06,22.68,18.49,20.7,28.06,22.68,18.49,20.7,32.9,32.9
389,25.36,23.66,16.73,20.17,25.36,23.66,16.73,20.17,32.31,32.31
39,27.06,23.23,17.9,20.01,27.06,23.23,17.9,20.01,32.54,32.54
390,27.65,22.64,21.83,20.1,27.65,22.64,21.83,20.1,32.31,32.31
391,26.91,23.48,18.06,20.43,26.91,23.48,18.06,20.43,32.66,32.66
392,26.89,22.35,18.36,20.23,26.89,22.35,18.36,20.23,32.5,32.5
393,28.06,24.0,16.89,20.62,28.06,24.0,16.89,20.62,32.67,32.67
394,26.85,21.7,21.3,20.61,26.85,21.7,21.3,20.61,32.95,32.95
395,26.04,20.81,20.27,20.45,26.04,20.81,20.27,20.45,32.59,32.59
396,28.06,20.25,20.42,20.49,28.06,20.25,20.42,20.49,32.85,32.85
397,30.1,21.26,21.84,20.47,30.1,21.26,21.84,20.47,32.8,32.8
398,29.02,21.54,18.71,20.22,29.02,21.54,18.71,20.22,32.82,32.82
399,29.07,23.3,20.52,19.96,29.07,23.3,20.52,19.96,32.7,32.7
4,28.05,21.48,18.75,20.48,28.05,21.48,18.75,20.48,32.5,32.5
40,26.24,20.08,20.83,20.36,26.24,20.08,20.83,20.36,32.37,32.37
400,27.94,23.57,21.78,20.7,27.94,23.57,21.78,20.7,32.7,32.7
401,28.24,24.54,16.19,20.32,28.24,24.54,16.19,20.32,32.74,32.74
402,27.97,22.18,19.41,20.55,27.97,22.18,19.41,20.55,32.69,32.69
403,29.55,22.91,22.91,20.72,29.55,22.91,22.91,20.72,33.26,33.26
404,29.59,21.98,21.86,20.47,29.59,21.98,21.86,20.47,32.68,32.68
405,26.61,22.8,17.18,19.91,26.61,22.8,17.18,19.91,32.14,32.14
406,30.29,23.73,22.35,20.62,30.29,23.73,22.35,20.62,32.88,32.88
407,26.02,21.45,19.17,20.2,26.02,21.45,19.17,20.2,32.59,32.59
408,26.01,21.42,21.15,20.27,26.01,21.42,21.15,20.27,32.77,32.77
409,27.87,21.96,19.24,20.58,27.87,21.96,19.24,20.58,32.58,32.58
41,29.05,23.35,17.14,20.05,29.05,23.35,17.14,20.05,32.38,32.38
410,30.52,21.49,21.63,20.54,30.52,21.49,21.63,20.54,32.85,32.85
411,27.13,20.98,20.96,20.45,27.13,20.98,20.96,20.45,32.9,32.9
412,27.38,26.75,14.38,20.51,27.38,26.75,14.38,20.51,32.8,32.8
413,26.6,21.32,18.3,20.16,26.6,21.32,18.3,20.16,32.43,32.43
414,29.07,23.88,16.19,19.96,29.07,23.88,16.19,19.96,32.72,32.72
415,27.41,23.76,15.77,20.08,27.41,23.76,15.77,20.08,32.64,32.64
416,28.0,23.29,22.26,20.01,28.0,23.29,22.26,20.01,32.69,32.69
417,25.81,22.28,18.31,20.27,25.81,22.28,18.31,20.27,32.74,32.74
418,25.37,23.81,17.55,20.6,25.37,23.81,17.55,20.6,32.49,32.49
419,27.52,23.03,22.6,20.71,27.52,23.03,22.6,20.71,33.23,33.23
42,29.59,22.23,21.79,20.33,29.59,22.23,21.79,20.33,32.65,32.65
420,27.6,22.94,17.87,20.34,27.6,22.94,17.87,20.34,32.78,32.78
421,27.71,22.05,19.44,20.55,27.71,22.05,19.44,20.55,32.89,32.89
422,28.33,21.52,21.32,20.35,28.33,21.52,21.32,20.35,32.65,32.65
423,26.28,22.51,18.33,20.3,26.28,22.51,18.33,20.3,32.84,32.84
424,28.5,24.29,16.97,20.42,28.5,24.29,16.97,20.42,33.03,33.03
425,28.0,22.77,18.36,20.33,28.0,22.77,18.36,20.33,32.73,32.73
426,28.96,22.97,22.46,20.09,28.96,22.97,22.46,20.09,32.72,32.72
427,28.01,21.11,20.43,20.38,28.01,21.11,20.43,20.38,32.65,32.65
428,27.61,23.37,17.99,20.49,27.61,23.37,17.99,20.49,32.7,32.7
429,29.06,24.71,16.34,20.14,29.06,24.71,16.34,20.14,32.49,32.49
43,28.87,22.0,18.3,19.82,28.87,22.0,18.3,19.82,32.6,32.6
430,27.91,22.41,22.08,20.04,27.91,22.41,22.08,20.04,32.62,32.62
431,27.67,22.86,22.19,20.04,27.67,22.86,22.19,20.04,32.65,32.65
432,28.27,21.81,21.6,20.23,28.27,21.81,21.6,20.23,32.96,32.96
433,27.97,20.49,20.04,20.48,27.97,20.49,20.04,20.48,32.81,32.81
434,28.59,23.49,22.56,20.39,28.59,23.49,22.56,20.39,32.64,32.64
435,30.06,23.37,16.29,19.8,30.06,23.37,16.29,19.8,32.42,32.42
436,26.47,23.25,17.31,20.19,26.47,23.25,17.31,20.19,32.56,32.56
437,29.4,24.01,23.13,20.59,29.4,24.01,23.13,20.59,33.13,33.13
438,26.84,22.29,17.97,19.94,26.84,22.29,17.97,19.94,32.79,32.79
439,27.27,20.33,21.41,20.78,27.27,20.33,21.41,20.78,32.84,32.84
44,25.62,22.58,18.5,20.24,25.62,22.58,18.5,20.24,33.03,33.03
440,28.25,22.07,18.19,20.19,28.25,22.07,18.19,20.19,32.38,32.38
441,31.42,21.33,22.22,20.12,31.42,21.33,22.22,20.12,32.75,32.75
442,28.27,25.09,16.09,20.38,28.27,25.09,16.09,20.38,32.44,32.44
443,29.55,22.1,19.27,20.32,29.55,22.1,19.27,20.32,32.6,32.6
444,28.17,21.82,22.3,20.69,28.17,21.82,22.3,20.69,33.07,33.07
445,27.7,24.17,16.53,20.23,27.7,24.17,16.53,20.23,32.77,32.77
446,26.54,25.01,16.6,20.82,26.54,25.01,16.6,20.82,33.23,33.23
447,28.76,21.91,21.51,20.49,28.76,21.91,21.51,20.49,32.7,32.7
448,28.07,20.37,20.76,20.34,28.07,20.37,20.76,20.34,32.72,32.72
449,28.65,22.49,18.24,20.49,28.65,22.49,18.24,20.49,32.9,32.9
45,26.48,23.29,17.96,20.85,26.48,23.29,17.96,20.85,32.78,32.78
450,27.82,24.77,15.78,20.56,27.82,24.77,15.78,20.56,32.82,32.82
451,26.51,21.21,19.71,20.37,26.51,21.21,19.71,20.37,32.68,32.68
452,28.21,25.72,23.48,20.46,28.21,25.72,23.48,20.46,32.63,32.63
453,27.86,24.32,16.06,19.83,27.86,24.32,16.06,19.83,32.78,32.78
454,27.67,22.62,16.92,20.12,27.67,22.62,16.92,20.12,32.9,32.9
455,24.63,20.74,21.01,21.1,24.63,20.74,21.01,21.1,33.2,33.2
456,28.47,24.89,15.48,20.29,28.47,24.89,15.48,20.29,32.63,32.63
457,29.43,22.61,21.67,20.15,29.43,22.61,21.67,20.15,32.78,32.78
458,28.36,23.58,22.66,20.18,28.36,23.58,22.66,20.18,32.58,32.58
459,27.94,19.22,21.75,20.23,27.94,19.22,21.75,20.23,32.93,32.93
46,27.2,21.37,20.28,20.33,27.2,21.37,20.28,20.33,33.03,33.03
460,27.47,22.81,22.69,20.39,27.47,22.81,22.69,20.39,32.88,32.88
461,26.9,21.21,19.26,20.14,26.9,21.21,19.26,20.14,32.71,32.71
462,27.98,21.22,19.8,20.15,27.98,21.22,19.8,20.15,32.43,32.43
463,27.83,25.15,14.77,20.03,27.83,25.15,14.77,20.03,32.77,32.77
464,29.68,23.38,17.45,20.04,29.68,23.38,17.45,20.04,32.58,32.58
465,27.77,22.41,21.27,20.28,27.77,22.41,21.27,20.28,33.02,33.02
466,26.6,20.96,19.88,20.43,26.6,20.96,19.88,20.43,32.84,32.84
467,29.46,21.64,21.22,20.2,29.46,21.64,21.22,20.2,32.54,32.54
468,27.88,22.32,22.0,20.72,27.88,22.32,22.0,20.72,33.43,33.43
469,28.52,23.13,21.83,20.14,28.52,23.13,21.83,20.14,32.88,32.88
47,27.0,23.33,16.52,20.39,27.0,23.33,16.52,20.39,32.69,32.69
470,28.18,23.85,17.4,20.42,28.18,23.85,17.4,20.42,32.91,32.91
471,27.73,22.05,19.63,20.7,27.73,22.05,19.63,20.7,32.98,32.98
472,29.38,21.05,23.01,20.21,29.38,21.05,23.01,20.21,32.89,32.89
473,26.65,19.71,21.44,20.35,26.65,19.71,21.44,20.35,32.86,32.86
474,27.87,22.76,22.22,20.61,27.87,22.76,22.22,20.61,33.16,33.16
475,27.91,22.87,22.44,20.57,27.91,22.87,22.44,20.57,32.95,32.95
476,26.78,23.18,16.78,20.07,26.78,23.18,16.78,20.07,32.28,32.28
477,27.13,24.28,16.31,20.46,27.13,24.28,16.31,20.46,32.49,32.49
478,31.39,23.42,20.72,20.81,31.39,23.42,20.72,20.81,33.5,33.5
479,26.63,24.14,16.86,20.46,26.63,24.14,16.86,20.46,32.73,32.73
48,27.91,21.91,21.58,20.26,27.91,21.91,21.58,20.26,32.72,32.72
480,28.62,22.8,22.19,20.69,28.62,22.8,22.19,20.69,32.9,32.9
481,27.89,20.46,21.2,20.53,27.89,20.46,21.2,20.53,32.96,32.96
482,28.15,23.22,16.86,20.09,28.15,23.22,16.86,20.09,32.86,32.86
483,29.07,21.5,19.4,20.64,29.07,21.5,19.4,20.64,33.28,33.28
484,28.1,20.88,21.46,20.6,28.1,20.88,21.46,20.6,33.03,33.03
485,30.26,23.82,17.31,20.53,30.26,23.82,17.31,20.53,32.58,32.58
486,28.35,24.34,16.19,20.26,28.35,24.34,16.19,20.26,32.65,32.65
487,27.56,22.68,18.28,20.57,27.56,22.68,18.28,20.57,32.56,32.56
488,28.53,21.35,21.49,20.12,28.53,21.35,21.49,20.12,32.67,32.67
489,27.68,24.68,16.98,20.61,27.68,24.68,16.98,20.61,32.58,32.58
49,27.08,22.39,18.14,20.45,27.08,22.39,18.14,20.45,33.21,33.21
490,28.12,23.0,17.47,20.43,28.12,23.0,17.47,20.43,32.8,32.8
491,25.6,22.56,17.76,20.27,25.6,22.56,17.76,20.27,32.79,32.79
492,26.42,22.54,18.23,20.1,26.42,22.54,18.23,20.1,32.52,32.52
493,29.68,21.68,21.08,20.35,29.68,21.68,21.08,20.35,32.73,32.73
494,27.53,22.03,18.2,20.44,27.53,22.03,18.2,20.44,32.68,32.68
495,28.03,23.78,16.74,20.26,28.03,23.78,16.74,20.26,32.86,32.86
496,30.17,22.52,22.03,20.44,30.17,22.52,22.03,20.44,32.9,32.9
497,31.24,26.54,13.63,20.25,31.24,26.54,13.63,20.25,32.67,32.67
498,27.51,22.03,22.02,20.19,27.51,22.03,22.02,20.19,32.43,32.43
499,29.0,24.05,23.12,20.78,29.0,24.05,23.12,20.78,33.23,33.23
5,27.39,22.49,22.23,20.47,27.39,22.49,22.23,20.47,32.86,32.86
50,29.19,20.36,20.13,20.16,29.19,20.36,20.13,20.16,32.77,32.77
500,25.55,21.64,20.91,20.75,25.55,21.64,20.91,20.75,33.09,33.09
501,24.93,21.3,18.65,20.26,24.93,21.3,18.65,20.26,32.68,32.68
502,29.63,24.66,22.9,20.71,29.63,24.66,22.9,20.71,32.98,32.98
503,28.33,21.44,21.47,20.72,28.33,21.44,21.47,20.72,33.03,33.03
504,27.49,23.97,16.04,19.97,27.49,23.97,16.04,19.97,32.43,32.43
505,29.55,23.22,21.88,20.05,29.55,23.22,21.88,20.05,32.52,32.52
506,25.51,21.32,21.33,19.84,25.51,21.32,21.33,19.84,32.29,32.29
507,27.31,23.55,16.51,20.22,27.31,23.55,16.51,20.22,32.34,32.34
508,30.11,21.3,21.81,20.69,30.11,21.3,21.81,20.69,33.06,33.06
509,26.82,22.69,21.8,19.93,26.82,22.69,21.8,19.95,32.31,32.31
51,26.89,23.11,18.13,20.34,26.89,23.11,18.13,20.34,32.52,32.52
510,27.65,21.67,18.52,20.03,27.65,21.67,18.52,20.03,32.54,32.54
511,28.64,20.23,21.59,20.54,28.64,20.23,21.59,20.54,33.12,33.12
512,26.51,22.04,18.46,20.11,26.51,22.04,18.46,20.11,32.72,32.72
513,28.93,24.26,17.22,20.33,28.93,24.26,17.22,20.33,32.88,32.88
514,28.72,21.73,21.07,20.53,28.72,21.73,21.07,20.53,32.96,32.96
515,29.45,23.77,18.17,20.72,29.45,23.77,18.17,20.72,33.21,33.21
516,25.72,23.97,15.29,20.14,25.72,23.97,15.29,20.14,32.47,32.47
517,26.94,20.7,21.5,20.28,26.94,20.7,21.5,20.28,32.69,32.69
518,28.66,20.23,21.79,20.61,28.66,20.23,21.79,20.61,33.12,33.12
519,27.94,23.44,22.72,20.19,27.94,23.44,22.72,20.19,32.59,32.59
52,27.86,22.61,18.64,20.7,27.86,22.61,18.64,20.7,32.84,32.84
520,26.75,21.07,21.88,20.38,26.75,21.07,21.88,20.38,33.18,33.18
521,28.88,24.98,15.71,20.28,28.88,24.98,15.71,20.28,32.88,32.88
522,27.8,23.46,16.86,20.2,27.8,23.46,16.86,20.2,32.75,32.75
523,29.45,20.75,20.6,20.73,29.45,20.75,20.6,20.73,33.45,33.45
524,29.28,21.21,20.68,20.52,29.28,21.21,20.68,20.52,32.87,32.87
525,28.78,26.28,13.97,20.34,28.78,26.28,13.97,20.34,32.64,32.64
526,28.6,21.63,22.37,20.5,28.6,21.63,22.37,20.5,33.04,33.04
527,29.04,23.63,21.47,20.67,29.04,23.63,21.47,20.67,33.08,33.08
528,28.22,22.42,18.27,20.35,28.22,22.42,18.27,20.35,33.0,33.0
529,28.21,22.63,17.82,20.37,28.21,22.63,17.82,20.37,32.7,32.7
53,28.67,19.96,22.27,20.72,28.67,19.96,22.27,20.72,32.94,32.94
530,30.0,24.33,16.0,20.29,30.0,24.33,16.0,20.29,33.32,33.32
531,27.76,21.5,20.46,20.72,27.76,21.5,20.46,20.72,33.08,33.08
532,27.81,23.36,17.13,20.05,27.81,23.36,17.13,20.05,32.56,32.56
533,28.97,21.47,18.22,20.17,28.97,21.47,18.22,20.17,32.55,32.55
534,26.26,22.3,21.99,20.78,26.26,22.3,21.99,20.78,32.87,32.87
535,28.5,21.68,20.11,20.93,28.5,21.68,20.11,20.93,33.04,33.04
536,28.6,24.99,15.43,19.96,28.6,24.99,15.43,19.96,32.39,32.39
537,29.89,24.02,15.49,19.9,29.89,24.02,15.49,19.9,32.3,32.3
538,26.39,19.88,21.41,20.46,26.39,19.88,21.41,20.46,32.68,32.68
539,27.05,23.44,18.0,20.66,27.05,23.44,18.0,20.66,32.62,32.62
54,28.25,20.27,21.41,20.48,28.25,20.27,21.41,20.48,32.9,32.9
540,26.5,20.99,20.96,20.5,26.5,20.99,20.96,20.5,32.63,32.63
541,28.87,24.91,16.15,20.43,28.87,24.91,16.15,20.43,32.72,32.72
542,27.92,22.77,17.84,20.88,27.92,22.77,17.84,20.88,33.18,33.18
543,30.11,23.35,16.11,19.91,30.11,23.35,16.11,19.91,32.49,32.49
544,25.98,21.6,19.05,20.45,25.98,21.6,19.05,20.45,32.2,32.2
545,27.78,25.55,15.47,20.4,27.78,25.55,15.47,20.4,32.75,32.75
546,28.44,20.89,21.08,20.21,28.44,20.89,21.08,20.21,32.7,32.7
547,27.39,23.8,16.77,20.45,27.39,23.8,16.77,20.45,32.4,32.4
548,27.45,20.66,21.04,20.52,27.45,20.66,21.04,20.52,33.05,33.05
549,26.63,20.81,20.34,20.6,26.63,20.81,20.34,20.6,33.12,33.12
55,27.74,20.92,19.59,20.36,27.74,20.92,19.59,20.36,32.68,32.68
550,29.11,23.22,22.42,20.09,29.11,23.22,22.42,20.09,32.53,32.53
551,28.12,24.76,15.87,20.26,28.12,24.76,15.87,20.26,32.87,32.87
552,27.76,20.45,21.3,20.55,27.76,20.45,21.3,20.55,32.56,32.56
553,26.93,22.61,17.47,20.26,26.93,22.61,17.47,20.26,32.58,32.58
554,25.81,22.45,18.25,20.27,25.81,22.45,18.25,20.27,32.51,32.51
555,27.66,23.23,18.26,20.66,27.66,23.23,18.26,20.66,32.85,32.85
556,28.25,22.6,22.02,20.75,28.25,22.6,22.02,20.75,33.07,33.07
557,29.74,26.31,13.24,19.9,29.74,26.31,13.24,19.9,32.73,32.73
558,27.52,22.93,18.3,20.49,27.52,22.93,18.3,20.49,32.95,32.95
559,28.0,20.81,20.86,20.47,28.0,20.81,20.86,20.47,33.16,33.16
56,28.65,20.81,21.28,19.99,28.65,20.81,21.28,19.99,32.57,32.57
560,27.74,21.55,18.18,20.04,27.74,21.55,18.18,20.04,32.67,32.67
561,28.46,21.42,22.13,20.66,28.46,21.42,22.13,20.66,33.13,33.13
562,25.21,21.83,21.84,20.37,25.21,21.83,21.84,20.37,32.49,32.49
563,28.19,20.6,20.59,20.57,28.19,20.6,20.59,20.57,32.98,32.98
564,26.63,22.42,18.76,20.25,26.63,22.42,18.76,20.25,32.48,32.48
565,26.59,23.08,23.04,20.45,26.59,23.08,23.04,20.45,32.78,32.78
566,28.14,23.41,16.9,20.29,28.14,23.41,16.9,20.29,32.34,32.34
567,28.09,23.14,22.39,20.13,28.09,23.14,22.39,20.13,32.38,32.38
568,29.76,21.83,21.98,20.31,29.76,21.83,21.98,20.31,32.55,32.55
569,25.93,22.05,17.82,20.17,25.93,22.05,17.82,20.17,32.5,32.5
57,30.84,23.18,16.23,20.27,30.84,23.18,16.23,20.27,32.77,32.77
570,29.26,23.7,16.84,20.11,29.26,23.7,16.84,20.11,32.65,32.65
571,25.89,20.55,21.58,20.64,25.89,20.55,21.58,20.64,32.8,32.8
572,27.16,23.6,18.21,20.64,27.16,23.6,18.21,20.64,33.06,33.06
573,27.6,19.75,20.39,20.44,27.6,19.75,20.39,20.44,32.89,32.89
574,28.59,23.77,22.73,20.19,28.59,23.77,22.73,20.19,32.34,32.34
575,27.91,22.18,22.27,20.38,27.91,22.18,22.27,20.38,32.98,32.98
576,27.96,21.16,20.58,20.33,27.96,21.16,20.58,20.33,32.79,32.79
577,30.12,23.11,22.56,20.69,30.12,23.11,22.56,20.69,33.21,33.21
578,29.71,22.38,16.8,20.23,29.71,22.38,16.8,20.23,32.64,32.64
579,26.61,21.04,20.43,20.88,26.61,21.04,20.43,20.88,33.32,33.32
58,28.43,22.01,18.74,20.51,28.43,22.01,18.74,20.51,32.89,32.89
580,30.51,24.52,20.98,20.73,30.51,24.52,20.98,20.73,33.18,33.18
581,27.17,22.48,20.52,20.65,27.17,22.48,20.52,20.65,33.06,33.06
582,27.39,22.12,21.9,20.41,27.39,22.12,21.9,20.41,32.65,32.65
583,27.47,20.85,21.9,20.84,27.47,20.85,21.9,20.84,33.01,33.01
584,26.89,25.86,14.64,20.38,26.89,25.86,14.64,20.38,32.88,32.88
585,27.09,22.5,18.16,20.06,27.09,22.5,18.16,20.06,32.58,32.58
586,28.39,23.86,16.82,20.23,28.39,23.86,16.82,20.23,32.92,32.92
587,29.5,24.45,22.07,20.92,29.5,24.45,22.07,20.92,32.84,32.84
588,27.79,24.73,15.55,19.75,27.79,24.73,15.55,19.75,32.14,32.14
589,28.48,20.65,20.51,20.44,28.48,20.65,20.51,20.44,32.9,32.9
59,27.98,23.19,17.51,20.42,27.98,23.19,17.51,20.42,32.52,32.52
590,29.39,23.02,22.7,20.63,29.39,23.02,22.7,20.63,33.07,33.07
591,25.02,22.79,17.18,19.71,25.02,22.79,17.18,19.71,32.3,32.3
592,25.43,21.56,21.57,20.71,25.43,21.56,21.57,20.71,32.81,32.81
593,26.22,22.77,22.01,20.28,26.22,22.77,22.01,20.28,32.62,32.62
594,27.05,20.19,21.37,20.46,27.05,20.19,21.37,20.46,32.82,32.82
595,27.98,25.33,15.93,20.35,27.98,25.33,15.93,20.35,32.74,32.74
596,28.29,27.3,13.34,20.32,28.29,27.3,13.34,20.32,32.37,32.37
597,26.5,22.54,18.25,20.47,26.5,22.54,18.25,20.47,32.38,32.38
598,27.27,22.12,19.51,20.62,27.27,22.12,19.51,20.62,33.02,33.02
599,27.03,23.75,18.3,20.52,27.03,23.75,18.3,20.52,32.91,32.91
6,26.65,23.39,16.67,20.06,26.65,23.39,16.67,20.06,32.44,32.44
60,27.79,20.02,21.86,20.77,27.79,20.02,21.86,20.77,33.17,33.17
600,29.06,21.26,21.5,20.85,29.06,21.26,21.5,20.85,33.22,33.22
601,28.35,21.79,21.83,20.78,28.35,21.79,21.83,20.78,33.22,33.22
602,27.0,21.78,19.07,20.85,27.0,21.78,19.07,20.85,32.98,32.98
603,29.0,23.58,22.19,20.57,29.0,23.58,22.19,20.57,32.72,32.72
604,28.55,23.6,16.04,19.97,28.55,23.6,16.04,19.97,32.78,32.78
605,27.04,20.76,21.2,20.9,27.04,20.76,21.2,20.9,33.17,33.17
606,27.05,20.94,19.55,20.55,27.05,20.94,19.55,20.55,32.85,32.85
607,27.62,22.94,19.31,20.44,27.62,22.94,19.31,20.44,32.78,32.78
608,27.86,24.77,22.4,20.05,27.86,24.77,22.4,20.05,32.52,32.52
609,27.04,24.22,19.05,20.84,27.04,24.22,19.05,20.84,33.09,33.09
61,26.93,23.88,19.4,21.07,26.93,23.88,19.4,21.07,33.17,33.17
610,29.38,26.47,14.17,19.88,29.38,26.47,14.17,19.88,32.49,32.49
611,27.73,23.49,16.72,20.21,27.73,23.49,16.72,20.21,32.75,32.75
612,28.72,24.79,21.67,20.84,28.72,24.79,21.67,20.84,33.4,33.4
613,27.6,22.69,18.05,20.31,27.6,22.69,18.05,20.31,32.74,32.74
614,28.27,24.29,16.91,20.46,28.27,24.29,16.91,20.46,32.77,32.77
615,29.28,26.87,13.67,20.21,29.28,26.87,13.67,20.21,32.78,32.78
616,29.55,21.97,22.18,20.45,29.55,21.97,22.18,20.45,32.88,32.88
617,26.57,22.78,18.29,20.6,26.57,22.78,18.29,20.6,32.89,32.89
618,30.43,23.6,21.74,20.46,30.43,23.6,21.74,20.46,33.07,33.07
619,29.44,25.84,14.16,19.8,29.44,25.84,14.16,19.8,31.95,31.95
62,28.7,20.18,20.92,20.54,28.7,20.18,20.92,20.54,33.02,33.02
620,30.7,22.73,17.32,20.01,30.7,22.73,17.32,20.01,32.88,32.88
621,28.41,22.13,17.76,19.93,28.41,22.13,17.76,19.93,32.71,32.71
622,26.84,19.96,20.25,20.36,26.84,19.96,20.25,20.36,32.97,32.97
623,29.66,20.25,20.91,20.61,29.66,20.25,20.91,20.61,32.72,32.72
624,28.07,23.09,17.85,20.34,28.07,23.09,17.85,20.34,32.78,32.78
625,28.43,20.92,20.54,20.63,28.43,20.92,20.54,20.63,32.62,32.62
626,29.0,22.31,22.41,20.78,29.0,22.31,22.41,20.78,32.66,32.66
627,26.73,20.68,19.83,20.17,26.73,20.68,19.83,20.17,32.92,32.92
628,27.34,20.26,21.21,20.57,27.34,20.26,21.21,20.57,33.01,33.01
629,25.38,23.86,22.45,20.23,25.38,23.86,22.45,20.23,31.99,31.99
63,26.49,21.92,18.7,20.27,26.49,21.92,18.7,20.27,32.57,32.57
630,28.86,24.87,17.43,20.37,28.86,24.87,17.43,20.37,32.98,32.98
631,29.93,23.01,22.68,20.36,29.93,23.01,22.68,20.36,32.96,32.96
632,28.43,21.85,21.59,20.1,28.43,21.85,21.59,20.1,32.97,32.97
633,27.29,24.5,16.46,19.71,27.29,24.5,16.46,19.71,32.34,32.34
634,28.84,21.58,18.64,20.06,28.84,21.58,18.64,20.06,32.82,32.82
635,26.83,23.27,18.11,20.4,26.83,23.27,18.11,20.4,32.76,32.76
636,28.71,21.73,19.11,20.27,28.71,21.73,19.11,20.27,33.21,33.21
637,29.21,23.99,16.15,20.03,29.21,23.99,16.15,20.03,32.47,32.47
638,26.2,22.01,17.54,20.13,26.2,22.01,17.54,20.13,32.64,32.64
639,27.89,22.67,16.78,19.79,27.89,22.67,16.78,19.79,32.41,32.41
64,29.83,25.11,23.08,20.23,29.83,25.11,23.08,20.23,32.7,32.7
640,28.64,21.6,20.12,21.05,28.64,21.6,20.12,21.05,33.3,33.3
641,28.0,21.07,19.81,20.16,28.0,21.07,19.81,20.16,32.64,32.64
642,25.07,21.24,20.84,20.43,25.07,21.24,20.84,20.43,32.6,32.6
643,25.84,24.27,16.35,20.42,25.84,24.27,16.35,20.42,32.17,32.17
644,29.25,25.37,14.26,19.93,29.25,25.37,14.26,19.93,32.47,32.47
645,26.4,24.08,22.29,20.34,26.4,24.08,22.29,20.34,32.91,32.91
646,28.59,22.02,18.46,20.46,28.59,22.02,18.46,20.46,32.58,32.58
647,28.27,24.11,16.5,20.39,28.27,24.11,16.5,20.39,32.73,32.73
648,29.83,22.33,21.17,20.4,29.83,22.33,21.17,20.4,32.77,32.77
649,26.46,22.72,18.64,20.45,26.46,22.72,18.64,20.45,32.97,32.97
65,25.48,21.88,19.08,20.45,25.48,21.88,19.08,20.45,32.74,32.74
650,27.57,24.15,17.22,20.3,27.57,24.15,17.22,20.3,32.84,32.84
651,28.26,21.11,20.15,20.55,28.26,21.11,20.15,20.55,32.77,32.77
652,28.45,20.97,21.78,20.25,28.45,20.97,21.78,20.25,32.68,32.68
653,27.59,26.15,14.31,20.3,27.59,26.15,14.31,20.3,32.5,32.5
654,28.37,22.88,18.0,20.24,28.37,22.88,18.0,20.24,32.54,32.54
655,26.18,21.62,19.82,20.48,26.18,21.62,19.82,20.48,32.83,32.83
656,27.1,24.27,17.23,20.44,27.1,24.27,17.23,20.44,32.44,32.44
657,27.02,21.95,20.31,20.71,27.02,21.95,20.31,20.71,32.81,32.81
658,29.63,24.23,22.69,20.32,29.63,24.23,22.69,20.32,32.7,32.7
659,28.91,26.07,14.95,20.34,28.91,26.07,14.95,20.34,32.58,32.58
66,27.15,19.41,20.2,20.06,27.15,19.41,20.2,20.06,32.77,32.77
660,28.61,26.36,14.3,20.2,28.61,26.36,14.3,20.2,32.59,32.59
661,28.92,23.11,18.17,20.52,28.92,23.11,18.17,20.52,33.05,33.05
662,29.66,24.92,15.48,20.03,29.66,24.92,15.48,20.03,32.93,32.93
663,28.1,23.61,17.72,20.38,28.1,23.61,17.72,20.38,32.61,32.61
664,28.66,20.89,20.13,20.39,28.66,20.89,20.13,20.39,32.87,32.87
665,28.27,25.67,14.54,19.77,28.27,25.67,14.54,19.77,32.38,32.38
666,27.14,21.07,21.29,20.85,27.14,21.07,21.29,20.85,33.08,33.08
667,26.23,22.43,21.58,20.34,26.23,22.43,21.58,20.34,32.8,32.8
668,26.94,21.88,18.88,20.21,26.94,21.88,18.88,20.21,32.69,32.69
669,25.57,22.97,17.24,20.17,25.57,22.97,17.24,20.17,32.77,32.77
67,29.01,20.98,20.75,20.17,29.01,20.98,20.75,20.17,32.59,32.59
670,27.15,23.47,17.29,20.24,27.15,23.47,17.29,20.24,32.56,32.56
671,29.25,21.96,21.75,20.28,29.25,21.96,21.75,20.28,33.06,33.06
672,29.05,24.31,15.21,19.99,29.05,24.31,15.21,19.99,32.56,32.56
673,30.64,25.86,23.78,19.96,30.64,25.86,23.78,19.96,32.23,32.23
674,27.11,22.87,18.51,20.13,27.11,22.87,18.51,20.13,32.52,32.52
675,28.65,20.91,22.33,20.19,28.65,20.91,22.33,20.19,32.58,32.58
676,29.94,24.2,22.81,20.59,29.94,24.2,22.81,20.59,33.12,33.12
677,28.61,21.67,22.66,20.41,28.61,21.67,22.66,20.41,32.8,32.8
678,27.42,22.08,18.89,20.7,27.42,22.08,18.89,20.7,33.14,33.14
679,27.49,21.71,18.5,20.38,27.49,21.71,18.5,20.38,32.57,32.57
68,28.25,23.82,17.36,20.55,28.25,23.82,17.36,20.55,33.08,33.08
680,27.8,23.0,18.34,20.56,27.8,23.0,18.34,20.56,32.86,32.86
681,28.98,23.2,17.96,20.47,28.98,23.2,17.96,20.47,32.7,32.7
