random_seed,AMM_fee,BA_fee,DA_fee,FX_fee,IMPROVED_AMM_fee,IMPROVED_BA_fee,IMPROVED_DA_fee,IMPROVED_FX_fee,IMPROVED_OB_fee,OB_fee
98,27.56,21.17,19.87,20.49,27.56,21.17,19.87,20.49,32.81,32.81
980,29.31,20.32,21.39,20.51,29.31,20.32,21.39,20.51,32.71,32.71
981,27.57,26.01,13.5,19.84,27.57,26.01,13.5,19.84,32.36,32.36
982,28.73,22.91,21.94,20.24,28.73,22.91,21.94,20.24,32.8,32.8
983,28.92,25.43,13.16,19.54,28.92,25.43,13.16,19.54,32.45,32.45
984,28.41,24.61,16.51,20.46,28.41,24.61,16.51,20.46,32.49,32.49
985,26.6,21.25,21.67,20.17,26.6,21.25,21.67,20.17,32.61,32.61
986,25.93,22.79,17.72,20.28,25.93,22.79,17.72,20.28,32.34,32.34
987,27.42,22.64,22.32,20.17,27.42,22.64,22.32,20.17,32.39,32.39
988,27.12,23.8,16.84,20.23,27.12,23.8,16.84,20.23,32.75,32.75
989,29.85,22.77,17.35,20.43,29.85,22.77,17.35,20.43,32.92,32.92
99,26.65,21.86,18.18,19.99,26.65,21.86,18.18,19.99,32.18,32.18
990,28.53,23.58,17.57,20.47,28.53,23.58,17.57,20.47,32.58,32.58
991,27.84,25.95,14.31,20.18,27.84,25.95,14.31,20.18,32.61,32.61
992,28.24,23.98,22.6,20.48,28.24,23.98,22.6,20.48,32.46,32.46
993,29.8,24.1,16.71,20.26,29.8,24.1,16.71,20.26,32.73,32.73
994,29.04,24.58,16.55,20.21,29.04,24.58,16.55,20.21,32.73,32.73
995,29.51,23.61,16.86,20.36,29.51,23.61,16.86,20.36,32.6,32.6
996,27.32,23.59,22.64,20.57,27.32,23.59,22.64,20.57,33.05,33.05
997,27.78,23.37,16.99,20.02,27.78,23.37,16.99,20.02,32.61,32.61
998,25.11,21.86,18.34,20.48,25.11,21.86,18.34,20.48,32.74,32.74
999,27.45,21.83,22.01,20.35,27.45,21.83,22.01,20.35,32.62,32.62
